t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1773213991,76,3420,241.94736842105263,2,619.7181056950941,5.0,56.0,1543.449999999994,2845.4399999999932,3420.0,3420.0
1773214021,78,3420,235.98717948717947,2,612.7343759068161,5.0,52.0,1473.149999999998,2802.880000000002,3420.0,3420.0
1773214051,79,3420,233.0759493670886,2,609.3435680314766,5.0,50.0,1438.0,2781.600000000006,3420.0,3420.0
1773214081,79,3420,233.0759493670886,2,609.3435680314766,5.0,50.0,1438.0,2781.600000000006,3420.0,3420.0
1773214111,79,3420,233.0759493670886,2,609.3435680314766,5.0,50.0,1438.0,2781.600000000006,3420.0,3420.0
1773214141,80,3420,230.2,2,606.0208543848695,5.0,41.25,1436.25,2760.319999999995,3420.0,3420.0
1773214171,80,3420,230.2,2,606.0208543848695,5.0,41.25,1436.25,2760.319999999995,3420.0,3420.0
1773214201,80,3420,230.2,2,606.0208543848695,5.0,41.25,1436.25,2760.319999999995,3420.0,3420.0
1773214231,82,3420,225.4268292682927,2,599.281772397671,5.0,52.0,1432.7499999999998,2717.760000000004,3420.0,3420.0
1773214261,95,3420,195.16842105263157,1,561.522789985422,5.0,11.0,1409.9999999999995,2441.119999999998,3420.0,3420.0
1773214291,95,3420,195.16842105263157,1,561.522789985422,5.0,11.0,1409.9999999999995,2441.119999999998,3420.0,3420.0
1773214321,95,3420,195.16842105263157,1,561.522789985422,5.0,11.0,1409.9999999999995,2441.119999999998,3420.0,3420.0
1773214352,101,3420,183.85148514851485,1,546.2945430102449,5.0,10.0,1401.1,2347.3999999999987,3398.7200000000043,3420.0
1773214382,107,3420,173.71028037383178,1,532.2524406272781,5.0,9.0,1395.3999999999999,2321.600000000001,3334.880000000002,3420.0
1773214412,109,3420,170.60550458715596,1,527.7945029808726,5.0,9.0,1393.5,2312.9999999999995,3313.600000000006,3420.0
1773214442,111,3420,167.5855855855856,1,523.4536615502233,5.0,9.0,1391.6,2304.399999999998,3292.319999999995,3420.0
1773214472,111,3420,167.5855855855856,1,523.4536615502233,5.0,9.0,1391.6,2304.399999999998,3292.319999999995,3420.0
1773214502,111,3420,167.5855855855856,1,523.4536615502233,5.0,9.0,1391.6,2304.399999999998,3292.319999999995,3420.0
1773214532,111,3420,167.5855855855856,1,523.4536615502233,5.0,9.0,1391.6,2304.399999999998,3292.319999999995,3420.0
1773214562,111,3420,167.5855855855856,1,523.4536615502233,5.0,9.0,1391.6,2304.399999999998,3292.319999999995,3420.0
1773214592,112,3420,166.11607142857142,1,521.3224477366738,5.0,9.0,1390.6499999999999,2300.099999999999,3281.680000000005,3420.0
1773214622,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214652,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214682,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214712,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214742,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214772,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214802,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214832,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214862,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214892,121,3420,154.0495867768595,1,503.2106061951872,5.0,9.0,1367.1999999999985,2261.4000000000005,3185.920000000001,3420.0
1773214922,122,3420,152.81967213114754,1,501.3110087996206,5.0,9.0,1358.799999999999,2257.099999999998,3175.2799999999957,3420.0
1773214952,123,3420,151.59349593495935,1,499.4374021295111,5.0,9.0,1350.3999999999996,2252.7999999999993,3164.6400000000053,3420.0
1773214982,124,3420,150.38709677419354,1,497.58440407808865,4.5,8.75,1342.0,2248.5,3154.0,3420.0
1773215012,125,3420,149.208,1,495.74925855198086,4.0,8.5,1333.599999999998,2244.2000000000007,3143.3599999999947,3420.0
1773215042,126,3420,148.05555555555554,1,493.9317087299507,4.0,8.25,1325.1999999999985,2239.8999999999987,3132.7200000000043,3420.0
1773215072,127,3420,146.90551181102362,1,492.13844085722343,4.0,8.0,1316.799999999999,2235.5999999999995,3122.079999999999,3420.0
1773215102,128,3420,145.7890625,1,490.3597691353928,4.0,8.0,1308.3999999999996,2231.3,3111.4399999999932,3420.0
1773215132,129,3420,144.67441860465115,1,488.60458455033415,4.0,8.0,1300.0,2226.999999999998,3100.799999999988,3420.0
1773215162,130,3420,143.58461538461538,1,486.86567213885115,4.0,8.0,1291.599999999998,2222.699999999999,3090.1599999999976,3420.0
1773215192,133,3420,141.42105263157896,1,481.60774323229873,4.0,8.0,1266.3999999999996,2209.7999999999984,3058.239999999996,3420.0
1773215222,134,3420,140.38805970149255,1,479.9427583420014,4.0,8.0,1258.0,2205.5000000000023,3047.600000000006,3420.0
1773215252,135,3420,139.37777777777777,1,478.2926392452835,4.0,8.0,1249.599999999998,2201.2000000000003,3036.9599999999855,3420.0
1773215282,136,3420,138.38970588235293,1,476.6571898482041,4.0,7.75,1241.200000000001,2196.899999999998,3026.319999999995,3420.0
1773215312,137,3420,137.4014598540146,1,475.0423891280034,4.0,7.5,1232.799999999999,2192.600000000002,3015.680000000005,3420.0
1773215342,138,3420,136.42753623188406,1,473.4437416024196,4.0,7.25,1224.3999999999971,2188.2999999999997,3005.0399999999845,3420.0
1773215372,139,3420,135.46762589928056,1,471.86098269278534,4.0,7.0,1216.0,2183.9999999999977,2994.399999999994,3420.0
1773215402,140,3420,134.52857142857144,1,470.2918494278125,4.0,7.0,1215.5,2179.7000000000016,2983.760000000004,3420.0
1773215432,141,3420,133.59574468085106,1,468.74011957165413,4.0,7.0,1215.0,2175.399999999999,2973.1200000000135,3420.0
1773215462,142,3420,132.68309859154928,1,467.2015582426638,4.0,7.0,1214.5,2171.099999999997,2962.4799999999927,3420.0
1773215492,143,3420,131.7762237762238,1,465.6798667582158,4.0,7.0,1213.9999999999998,2166.800000000001,2951.8400000000024,3420.0
1773215522,144,3420,130.875,1,464.17476023794967,4.0,7.0,1213.5,2162.4999999999986,2941.200000000012,3420.0
1773215552,145,3420,129.99310344827586,1,462.6821187464054,4.0,7.0,1213.0,2158.1999999999966,2930.5599999999913,3420.0
1773215582,146,3420,129.12328767123287,1,461.203670924933,4.0,7.0,1212.5,2153.9000000000005,2919.920000000001,3420.0
1773215612,147,3420,128.25850340136054,1,459.7410690013586,4.0,7.0,1212.0,2149.599999999998,2909.2800000000107,3420.0
1773215642,148,3420,127.41216216216216,1,458.29032964446606,4.0,6.75,1211.4999999999998,2145.300000000002,2898.6399999999903,3420.0
1773215672,149,3420,126.58389261744966,1,456.85131386704194,4.0,6.5,1211.0,2141.0,2888.0,3420.0
1773215702,150,3420,125.74666666666667,1,455.4311208748229,4.0,6.25,1210.5,2126.939999999993,2877.3600000000097,3420.0
1773215732,151,3420,124.9205298013245,1,454.02398649085796,4.0,6.0,1210.0,2112.8800000000056,2866.7199999999893,3420.0
1773215762,152,3420,124.10526315789474,1,452.6297136959306,4.0,6.0,1209.5,2098.8199999999983,2856.079999999999,3420.0
1773215792,153,3420,123.3202614379085,1,451.2428254801395,4.0,6.0,1208.9999999999998,2084.759999999991,2845.4400000000087,3420.0
1773215822,154,3420,122.53246753246754,1,449.87199586600155,4.0,6.0,1208.5,2070.700000000004,2834.799999999988,3420.0
1773215852,155,3420,121.75483870967741,1,448.5134948806682,4.0,6.0,1208.0,2056.6399999999967,2824.1599999999976,3420.0
