t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1773211383,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211413,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211443,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211473,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211503,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211533,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211563,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211593,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211623,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211653,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211683,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211713,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211743,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211773,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211803,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211833,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211863,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211893,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211923,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211953,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773211983,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212013,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212043,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212073,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212103,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212133,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212163,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212193,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212223,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212253,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212283,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212313,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212343,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212373,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212403,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212433,7,1134,345.7142857142857,5,537.447583269201,9.0,1125.0,1134.0,1134.0,1134.0,1134.0
1773212670,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773212820,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773212851,6,1216,425.6666666666667,5,609.8329825998809,61.0,1208.5,1216.0,1216.0,1216.0,1216.0
1773212881,7,1216,365.14285714285717,2,579.271504728548,6.0,1206.0,1216.0,1216.0,1216.0,1216.0
1773212911,7,1216,365.14285714285717,2,579.271504728548,6.0,1206.0,1216.0,1216.0,1216.0,1216.0
1773212941,7,1216,365.14285714285717,2,579.271504728548,6.0,1206.0,1216.0,1216.0,1216.0,1216.0
1773212971,7,1216,365.14285714285717,2,579.271504728548,6.0,1206.0,1216.0,1216.0,1216.0,1216.0
1773213001,7,1216,365.14285714285717,2,579.271504728548,6.0,1206.0,1216.0,1216.0,1216.0,1216.0
1773213031,7,1216,365.14285714285717,2,579.271504728548,6.0,1206.0,1216.0,1216.0,1216.0,1216.0
1773213061,7,1216,365.14285714285717,2,579.271504728548,6.0,1206.0,1216.0,1216.0,1216.0,1216.0
1773213091,7,1216,365.14285714285717,2,579.271504728548,6.0,1206.0,1216.0,1216.0,1216.0,1216.0
1773213121,7,1216,365.14285714285717,2,579.271504728548,6.0,1206.0,1216.0,1216.0,1216.0,1216.0
1773213151,8,1216,319.75,2,551.4554120040635,5.5,933.5,1216.0,1216.0,1216.0,1216.0
1773213181,8,1216,319.75,2,551.4554120040635,5.5,933.5,1216.0,1216.0,1216.0,1216.0
1773213211,8,1216,319.75,2,551.4554120040635,5.5,933.5,1216.0,1216.0,1216.0,1216.0
1773213241,8,1216,319.75,2,551.4554120040635,5.5,933.5,1216.0,1216.0,1216.0,1216.0
1773213271,8,1216,319.75,2,551.4554120040635,5.5,933.5,1216.0,1216.0,1216.0,1216.0
1773213301,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213331,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213361,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213391,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213421,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213451,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213481,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213511,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213541,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213571,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213601,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213631,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213661,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213691,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213721,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213751,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213781,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213811,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213841,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213871,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213901,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213931,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213961,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773213991,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773214021,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773214051,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773214081,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773214111,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773214141,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773214171,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773214201,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773214231,10,1216,256.4,2,504.3422999863838,5.0,388.5,1216.0,1216.0,1216.0,1216.0
1773214261,12,1216,214.16666666666666,1,466.73699686485566,5.0,88.5,1216.0,1216.0,1216.0,1216.0
1773214291,12,1216,214.16666666666666,1,466.73699686485566,5.0,88.5,1216.0,1216.0,1216.0,1216.0
1773214321,12,1216,214.16666666666666,1,466.73699686485566,5.0,88.5,1216.0,1216.0,1216.0,1216.0
1773214352,13,1216,198.3846153846154,1,450.47503416977105,5.0,62.5,1216.0,1216.0,1216.0,1216.0
1773214382,14,1216,184.28571428571428,1,436.005544878543,5.0,35.75,1216.0,1216.0,1216.0,1216.0
1773214412,14,1216,184.28571428571428,1,436.005544878543,5.0,35.75,1216.0,1216.0,1216.0,1216.0
1773214442,14,1216,184.28571428571428,1,436.005544878543,5.0,35.75,1216.0,1216.0,1216.0,1216.0
1773214472,14,1216,184.28571428571428,1,436.005544878543,5.0,35.75,1216.0,1216.0,1216.0,1216.0
1773214502,14,1216,184.28571428571428,1,436.005544878543,5.0,35.75,1216.0,1216.0,1216.0,1216.0
1773214532,14,1216,184.28571428571428,1,436.005544878543,5.0,35.75,1216.0,1216.0,1216.0,1216.0
1773214562,14,1216,184.28571428571428,1,436.005544878543,5.0,35.75,1216.0,1216.0,1216.0,1216.0
1773214592,14,1216,184.28571428571428,1,436.005544878543,5.0,35.75,1216.0,1216.0,1216.0,1216.0
1773214622,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214652,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214682,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214712,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214742,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214772,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214802,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214832,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214862,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214892,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214922,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214952,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773214982,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215012,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215042,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215072,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215102,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215132,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215162,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215192,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215222,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215252,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215282,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215312,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215342,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215372,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215402,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215432,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215462,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215492,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215522,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215552,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215582,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215612,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215642,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215672,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215702,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215732,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215762,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215792,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215822,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215852,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215882,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215912,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215942,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773215972,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216002,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216032,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216062,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216092,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216122,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216152,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216182,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216212,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216242,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216272,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216302,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216332,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216362,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216392,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216422,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216452,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216482,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216512,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216542,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216572,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216602,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216632,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216662,15,1216,172.26666666666668,1,422.7162957193236,5.0,9.0,1216.0,1216.0,1216.0,1216.0
1773216692,17,1216,156.23529411764707,1,397.99631427498247,5.0,36.0,1216.0,1216.0,1216.0,1216.0
1773243090,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773243124,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773243154,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243184,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243214,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243244,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243274,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243304,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243334,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243364,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243394,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243427,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243457,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243487,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243517,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243547,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243577,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243607,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243637,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243667,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243697,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243727,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243757,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243787,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243930,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243960,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773243990,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244020,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244050,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244080,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244110,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244140,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244170,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244200,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244230,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244260,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244290,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244320,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244350,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244380,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244410,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244440,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244470,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244500,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244530,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244560,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244590,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244620,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244650,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244680,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244710,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244740,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244770,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244800,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244830,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244860,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244890,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244920,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244950,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773244981,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245011,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245041,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245071,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245101,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245131,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245161,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245191,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245221,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245251,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245281,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245311,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245341,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245371,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773245401,2,1813,1805.0,1797,11.313708498984761,1805.0,1813.0,1813.0,1813.0,1813.0,1813.0
1773249690,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249722,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249752,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249782,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249812,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249842,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249872,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249902,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249932,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249962,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773249992,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773250022,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773250052,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
1773250082,2,672,666.5,661,7.7781745930520225,666.5,672.0,672.0,672.0,672.0,672.0
